Vernier Format 2
Sin título.cmbl 8/05/2025 11:49:01 .
Último
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

11.5	0.432866	0.34986	-0.714054012346	50.2480291649	4.84813681109	3.75999943794
11.55	0.44933	0.302411666667	-1.06684645062	50.4923752602	4.97418836818	3.54452669078
11.6	0.463393	0.243244166667	-1.38676805556	50.7367213555	5.21659520874	2.87656117459
11.65	0.474712	0.162448611111	-1.64417685185	51.0159740358	5.39112813394	0.00538681867899
11.7	0.4802	0.0697433333333	-1.70901867284	51.2952267161	5.21659520874	-2.83885344383
11.75	0.481229	-0.0158161111111	-1.6035779321	51.5395728114	4.97418836818	-3.3613748557
11.8	0.4783135	-0.0934675	-1.40889367284	51.7839189067	4.85783308472	-3.28057257551
11.85	0.4714535	-0.159304444444	-1.15233179012	52.028265002	4.69299643314	-3.8461885368
11.9	0.461678	-0.209039444444	-0.889947376543	52.2551578047	4.48937468707	-4.63266406393
11.95	0.450016	-0.245816666667	-0.675572376543	52.4820506075	4.19848647841	-4.75656089355
12	0.4368105	-0.274304722222	-0.507883487654	52.6740368252	3.93668709061	-3.43140349852
12.05	0.4224045	-0.296599722222	-0.348875462963	52.8660230429	3.84942062801	-1.86383926293
12.1	0.406798	-0.310224444444	-0.182827469136	53.0580092606	3.8009392599	-0.942693268826
12.15	0.3908485	-0.312892222222	-0.0567432098765	53.2499954783	3.72336907092	0.700286428272
12.2	0.3754135	-0.312511111111	0.0238723765432	53.4245284035	3.78154671265	4.01317991586
12.25	0.359807	-0.313654444444	0.20452962963	53.6165146213	4.10152374219	7.58464070002
12.3	0.3438575	-0.304698333333	0.66196882716	53.8259541315	4.61542624416	9.10911038618
12.35	0.3280795	-0.263347777778	1.41270478395	54.0703002268	5.22629148236	6.03862373915
12.4	0.314531	-0.161019444444	2.08457191358	54.3670061996	5.43960950205	-1.27128920824
12.45	0.3105865	-0.0285833333333	2.22436558642	54.6462588799	5.02266973629	-7.16985566174
12.5	0.3129875	0.0820341666667	1.91153688272	54.8731516827	4.46998213983	-8.1287093866
12.55	0.320019	0.1654975	1.48130478395	55.0825911929	4.08213119494	-5.95243464029
12.6	0.3304805	0.225141388889	1.13295864198	55.2745774107	3.86881317525	-3.02200527892
12.65	0.343	0.272208611111	0.921177314815	55.4665636284	3.77185043903	0.0484813681108
12.7	0.357749	0.314988333333	0.76232808642	55.6410965536	3.8882057225	2.65570160875
12.75	0.3747275	0.351479722222	0.537419598765	55.8505360638	4.12091628943	3.641489427
12.8	0.393421	0.373584166667	0.196960339506	56.0599755741	4.26636039376	3.99701945981
12.85	0.412629	0.378919722222	-0.292026388889	56.2694150843	4.52815978156	3.8192544434
12.9	0.433209	0.345000833333	-0.789111728395	56.5137611796	4.75117407487	1.65375333445
12.95	0.447958	0.289739722222	-1.0889191358	56.7581072749	4.71238898038	-0.991174636935
13	0.462021	0.231810833333	-1.26634753086	56.9850000776	4.62512251778	-3.0758734657
13.05	0.471968	0.159018611111	-1.32753703704	57.2293461729	4.36332312999	-4.02395355321
13.1	0.4776275	0.0919430555556	-1.25046790123	57.4213323906	4.11122001581	-2.59644660327
13.15	0.480543	0.0351575	-1.18832561728	57.6307719009	4.05304237408	0.0269340933981
13.2	0.481229	-0.0220091666667	-1.21108641975	57.8227581186	4.11122001581	2.71495661421
13.25	0.4786565	-0.0848925	-1.25745493827	58.0321976288	4.37301940361	4.16939765754
13.3	0.4728255	-0.149871944444	-1.25708441358	58.2590904316	4.64451506503	3.13512847117
13.35	0.463736	-0.215041944444	-1.15878950617	58.5034365268	4.77056662212	0.420171856961
13.4	0.4508735	-0.2701125	-0.968022222222	58.7477826221	4.66390761227	-1.80458425746
13.45	0.4361245	-0.311939444444	-0.767568364198	58.9746754249	4.46028586621	-1.44366740597
13.5	0.4193175	-0.344524444444	-0.603320061728	59.1841149351	4.43119704534	0.888825082033
13.55	0.4014815	-0.3712975	-0.438066049383	59.4110077379	4.55724860243	3.42601667984
13.6	0.382102	-0.393020833333	-0.141169907407	59.6379005406	4.78026289574	5.67232006898
13.65	0.3616935	-0.398070555556	0.439865740741	59.8822466359	5.14872129338	6.68504198063
13.7	0.3407705	-0.363770555556	1.29995941358	60.1440460237	5.62383870087	3.74383898191
13.75	0.32242	-0.267349444444	2.10225123457	60.4582052891	5.7692828052	-3.87312263019
13.8	0.3119585	-0.127862777778	2.36865848765	60.7549112619	5.23598775598	-11.209969671
13.85	0.3105865	-0.00333472222222	2.06096419753	60.9992573572	4.34393058274	-12.5243534287
13.9	0.313502	0.0836538888889	1.58330493827	61.1737902824	3.7136727973	-8.20412484811
13.95	0.3198475	0.147108888889	1.22987731481	61.3483232076	3.52944359848	-3.27518575683
14	0.328594	0.19894	1.03815725309	61.5228561328	3.50035477761	-0.296275027343
14.05	0.3397415	0.248198611111	0.913343364198	61.697389058	3.5391398721	1.55140377955
14.1	0.3534615	0.293741388889	0.72972191358	61.8719219832	3.67488770281	2.68263570214
14.15	0.369754	0.325278333333	0.464585030864	62.0639082009	3.83972435439	3.03277891628
14.2	0.3867325	0.339951111111	0.186638580247	62.2558944186	4.00456100597	2.75266434497
14.25	0.404054	0.3438575	-0.097924382716	62.4653339289	4.14030883668	2.00389654858
14.3	0.4217185	0.332328888889	-0.414670061728	62.6747734391	4.18879020479	1.62681924106
14.35	0.4381825	0.301173055556	-0.704367438272	62.8842129494	4.24696784652	2.21936929575
14.4	0.4522455	0.258393333333	-0.926364660494	63.0936524596	4.40210822447	2.86578753722
14.45	0.4642505	0.207705555556	-1.11766126543	63.3205452624	4.61542624416	2.04160427934
14.5	0.4735115	0.145965555556	-1.27846898148	63.5648913576	4.65421133865	0.355530032813
14.55	0.479171	0.0766986111111	-1.36522469136	63.7917841604	4.5863374233	-0.301661846023
14.6	0.481229	0.00581194444444	-1.36644212963	64.0186769632	4.57664114967	-0.134670466975
