Vernier Format 2
Sin título.cmbl 8/05/2025 11:47:16 .
Último
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

0.1	0.444185	-0.326898055556	0.047120154321	0.471238898038	4.26636039376	-0.967741975682
0.2	0.411943	-0.327946111111	0.16677845679	0.907571211037	4.16212545233	-0.866469784517
0.3	0.377986	-0.31633175	0.401492615741	1.308996939	4.06952603923	-0.741360920697
0.4	0.3445435	-0.264348194444	0.768399398148	1.71042266695	4.05304237408	-0.954948281319
0.5	0.320019	-0.156827222222	1.08417641975	2.12930168743	3.93668709061	-1.65873614173
0.6	0.311101	-0.0245816666667	1.16061831019	2.51327412287	3.68458397643	-1.99231488843
0.7	0.3167605	0.0937056944444	1.02497716049	2.86233997327	3.45672154631	-1.47598831804
0.8	0.332024	0.187077916667	0.788158950617	3.19395253115	3.34521439966	-0.354183328144
0.9	0.356377	0.252819583333	0.510609490741	3.52556508903	3.34036626284	1.26994250357
1	0.384503	0.291692916667	0.189232253086	3.83972435439	3.5827731034	2.9425497034
1.1	0.416745	0.29969625	-0.224154205247	4.22369678983	4.01425727959	3.64418283634
1.2	0.448987	0.254105833333	-0.694641165123	4.6425758103	4.44574145577	2.90753538199
1.3	0.472654	0.151968055556	-1.06004467593	5.13126800086	4.68330015952	1.19856715608
1.4	0.4817435	0.0209611111111	-1.19195146605	5.6025068989	4.66875574908	-0.42690538031
1.5	0.4762555	-0.106139444444	-1.09356392747	6.07374579694	4.52815978156	-1.33054421371
1.6	0.458248	-0.208658333333	-0.847284104938	6.51007810994	4.34877871955	-1.54332355153
1.7	0.4320085	-0.280069027778	-0.517742091049	6.94641042294	4.16454952073	-1.18779351872
1.8	0.400281	-0.320038055556	-0.0932663580247	7.33038285838	4.09182746856	-0.762234843078
1.9	0.3640945	-0.309890972222	0.424025810185	7.74926187885	4.13061256305	-1.44905422465
2	0.331681	-0.229238333333	0.859286458333	8.18559419185	3.89790199612	-2.96544368279
2.1	0.3150455	-0.111760833333	1.0226746142	8.55211333477	3.44217713588	-3.55664703281
2.2	0.3109295	-0.0042875	0.959288425926	8.86627260013	3.04462991737	-2.66243513209
2.3	0.316246	0.0829393055556	0.832039660494	9.14552528045	2.82646376087	-0.777048594445
2.4	0.328251	0.158542222222	0.71728287037	9.40732466825	2.87979326579	1.31977057635
2.5	0.348145	0.227904444444	0.576430555556	9.70403064109	3.14159265359	3.03412562094
2.6	0.3750705	0.281641111111	0.335205748457	10.035643199	3.48581036718	4.660944862
2.7	0.4062835	0.307985416667	-0.0644051311728	10.3847090494	4.03364982683	6.22581568825
2.8	0.4398975	0.287834166667	-0.645824537037	10.8035880698	4.8917700424	5.9120335002
2.9	0.471968	0.181075416667	-1.2185630787	11.379546723	5.54142037508	2.50083057172
3	0.4820865	0.0114333333333	-1.44762673611	11.9904119612	5.43960950205	-1.4288536546
3.1	0.4721395	-0.144250555556	-1.27861454475	12.4965574443	4.99358091543	-2.97891072948
3.2	0.449673	-0.260870555556	-0.874120679012	12.9677963423	4.67845202271	-2.77555832435
3.3	0.4165735	-0.329422916667	-0.329197955247	13.4215819478	4.46028586621	-2.52372455111
3.4	0.3785005	-0.332948194444	0.268723032407	13.8579142608	4.26151225695	-2.96813709213
3.5	0.343686	-0.266063194444	0.752443016975	14.2942465738	3.88335758569	-3.50277884602
3.6	0.322077	-0.159542638889	0.991828433642	14.6433124242	3.43732899907	-2.86040071855
3.7	0.3123015	-0.0510688888889	1.03376388889	14.9574716896	3.22401097938	-1.33727773706
3.8	0.312473	0.0522122222222	0.983094637346	15.271630955	3.19492215851	0.0296275027344
3.9	0.322763	0.150729444444	0.853596257716	15.5857902203	3.29673303154	0.778395299115
4	0.3438575	0.232430138889	0.618220447531	15.9348560707	3.38884763096	1.13392533193
4.1	0.372155	0.280974166667	0.301567399691	16.2664686286	3.48096223037	1.78842380143
4.2	0.402682	0.295313472222	-0.0571005015432	16.615534479	3.72336907092	2.52237784644
4.3	0.433895	0.273018472222	-0.447289467593	16.9995069144	4.0627386477	2.45234920361
