Vernier Format 2
Sin título.cmbl 8/05/2025 11:51:50 .
Último
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

0.033333	0.3706115	0.44504695047	0.211401797459	0.174532925199	4.82879255178	2.87985086253
0.066666	0.385189	0.453407659077	0.0799753842219	0.331612557879	4.94514899881	2.41078424476
0.099999	0.4004525	0.462197121971	-0.252217231819	0.506145483078	4.98296484409	2.47259922539
0.133332	0.4169165	0.445189868565	-0.794453909832	0.663225115758	5.04696088996	4.05554755302
0.166665	0.430808	0.405744474111	-1.25632217493	0.837758040957	5.25058467226	5.57789295847
0.199998	0.4443565	0.352721860552	-1.46873631902	1.01229096616	5.48329756632	4.97428785345
0.233331	0.454132	0.30184301843	-1.5020842082	1.20427718388	5.67237679275	1.32114370377
0.266664	0.464079	0.259110507772	-1.6693000525	1.3962634016	5.64328768099	-4.49673682658
0.299997	0.472311	0.19308234749	-1.87188847925	1.58824961931	5.36694111929	-9.81767339495
0.33333	0.477113	0.123195398621	-1.77363130578	1.76278254451	4.84333710766	-10.9206465788
0.366663	0.479857	0.0700298669653	-1.52030644764	1.90240888467	4.52335687832	-8.435926769
0.399996	0.481572	0.0251535848692	-1.31914721615	2.05948851735	4.34882220777	-7.09054189636
0.433329	0.481572	-0.0171501715017	-1.14633369045	2.19911485751	4.04338653432	-5.52698650383
0.466662	0.4802	-0.0521651049844	-0.979236945752	2.32128790515	3.94157464317	-3.0786284473
0.499995	0.477799	-0.0791766250996	-0.911945669378	2.46091424531	3.88339641965	-1.62415831472
0.533328	0.475055	-0.108903589036	-0.956608020954	2.58308729295	3.79612908438	0.569667468595
0.566661	0.4707675	-0.144633112998	-0.956965319766	2.70526034059	3.92703008729	2.26654928995
0.599994	0.4652795	-0.176075094084	-0.865020425322	2.84488668075	4.0579310902	1.1393349372
0.633327	0.458934	-0.204229958966	-0.727817681281	2.98451302091	3.9852083108	0.290894026517
0.66666	0.4512165	-0.220808458085	-0.690063106749	3.10668606855	3.99975286668	1.09085259943
0.699993	0.444528	-0.245104534379	-0.777005817816	3.24631240871	4.11610931371	0.351496948698
0.733326	0.435267	-0.278261532615	-0.715193123235	3.38593874887	4.10156475783	-2.32715221213
0.766659	0.4254915	-0.298270066034	-0.513676592925	3.52556508903	3.92703008729	-4.09675754011
0.799992	0.41503	-0.309274759414	-0.375759251259	3.64773813667	3.73795086086	-3.32104013607
0.833325	0.4049115	-0.318564435644	-0.338361975539	3.76991118431	3.67977263735	-1.55143480809
0.866658	0.3942785	-0.337715460488	-0.15530588388	3.89208423195	3.66522808147	-0.412099870901
0.899991	0.3815875	-0.335000016667	0.179721302741	4.01425727959	3.66522808147	0.412099870892
0.933324	0.371469	-0.318135681357	0.327643011161	4.13643032723	3.67977263735	1.55143480809
0.966657	0.360836	-0.310132267989	0.391599498617	4.25860337487	3.73795086086	3.32104013607
0.99999	0.350546	-0.295125867925	0.534042625244	4.38077642251	3.92703008729	4.08463695568
1.033323	0.3411135	-0.276975269753	0.763428462937	4.52040276267	4.10156475783	2.24230812107
1.066656	0.3318525	-0.248963322967	1.12072727554	4.66002910282	4.11610931371	-0.751476235173
1.099989	0.323792	-0.200085334187	1.40978201494	4.79965544298	3.9852083108	-2.08474052338
1.133322	0.3184755	-0.147634393011	1.49219894105	4.92182849062	3.92703008729	-1.78172591241
1.166655	0.314188	-0.0997568309016	1.52209294171	5.06145483078	3.88339641965	-1.50295247034
1.199988	0.3116155	-0.0470200535339	1.55889471941	5.18362787842	3.7815845285	-3.14196257931E-13
1.233321	0.311101	0.00485921525882	1.58247644104	5.30580092606	3.88339641965	1.52719363922
1.266654	0.3119585	0.0571672383391	1.63619036253	5.44542726622	3.92703008729	1.963534679
1.299987	0.3147025	0.11462031287	1.66703716002	5.56760031386	3.9852083108	3.01802552511
1.33332	0.319676	0.170501288346	1.63833415541	5.70722665402	4.14519842547	3.49072831819
1.366653	0.326193	0.223238065714	1.61296593971	5.84685299418	4.23246576074	3.50284890263
